task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
14	ea/05eec9	214703	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE1_PE)	COMPLETED	0	2021-11-22 19:58:15.437	21.4s	17s	164.4%	320 MB	3.3 GB	28.6 MB	4.7 MB
11	d4/8a5db4	215576	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE2_PE)	COMPLETED	0	2021-11-22 19:58:36.889	14.5s	11s	118.2%	598.1 MB	943.1 MB	10.9 MB	5.6 MB
10	66/187719	216285	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE1_PE)	COMPLETED	0	2021-11-22 19:58:51.403	17.3s	14s	121.1%	584.9 MB	1007.1 MB	14.8 MB	7 MB
15	d1/8edde7	217053	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE3_SE)	COMPLETED	0	2021-11-22 19:59:08.668	14.6s	12s	113.7%	440.5 MB	780.8 MB	11.5 MB	6.2 MB
16	ed/9ff015	217817	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE3_SE)	COMPLETED	0	2021-11-22 19:59:23.296	12s	9s	174.3%	266.6 MB	3.2 GB	25.6 MB	2.3 MB
17	07/2c2772	218496	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE2_PE)	COMPLETED	0	2021-11-22 19:59:35.348	19.3s	16s	185.7%	266.8 MB	3.3 GB	26.3 MB	4.5 MB
18	58/130383	219292	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE2_PE)	COMPLETED	0	2021-11-22 19:59:54.655	6.9s	4s	152.5%	95.3 MB	237.9 MB	101.3 MB	29.3 MB
19	55/475189	219746	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:00:01.609	3m 21s	3m 18s	100.1%	60.1 MB	279.5 MB	41.6 MB	32.2 MB
20	44/6b5290	226082	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:03:22.498	19s	16s	185.3%	331.1 MB	3.3 GB	27.8 MB	4.5 MB
22	0e/764864	226878	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:03:41.538	7.4s	5s	174.3%	132.8 MB	257.9 MB	113.7 MB	37.1 MB
21	20/49c9ae	227431	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:03:48.961	4m 3s	4m 1s	100.5%	60.2 MB	279.5 MB	50.1 MB	40.9 MB
23	aa/33866b	234905	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:07:51.894	12.1s	9s	165.3%	238.4 MB	3.2 GB	25.9 MB	2.2 MB
24	82/cb6a42	235604	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:08:04.025	1m 42s	1m 38s	101.1%	41.5 MB	279.5 MB	47.8 MB	38.4 MB
25	0e/a13e8a	239438	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:09:45.883	7s	4s	176.5%	101.1 MB	301.2 MB	111.8 MB	36.7 MB
26	08/481a06	239880	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:09:52.865	32.7s	30s	151.7%	134 MB	1.1 GB	103.1 MB	100.7 MB
27	bd/df02d2	243010	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:10:25.534	4.3s	1s	107.6%	3 MB	13.9 MB	4.6 MB	2.4 MB
28	01/f6b5ca	243226	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:10:29.804	32.6s	30s	184.6%	141.2 MB	1.1 GB	129 MB	126.8 MB
29	10/8f609b	246370	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:11:02.394	4.1s	0ms	168.0%	29.8 MB	1.8 GB	6.1 MB	3.2 MB
30	05/8af037	246586	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:11:06.522	4.4s	0ms	172.6%	34.9 MB	1.7 GB	5.5 MB	2.6 MB
31	92/e3b625	246804	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:11:10.885	32.5s	30s	184.3%	129.8 MB	733.5 MB	124.7 MB	122.3 MB
32	9d/59d048	249400	NFCORE_VIRALRECON:ILLUMINA:FASTQC (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:11:43.376	17.4s	14s	180.0%	352.5 MB	3.3 GB	25.8 MB	4.4 MB
34	4f/8cf637	250200	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:UNICYCLER (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:12:00.778	3m 38s	3m 34s	170.7%	381 MB	3.6 GB	407.4 MB	781.3 MB
33	d9/d6eac7	268585	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:15:38.419	6.4s	3s	131.2%	120.2 MB	5.3 GB	56.9 MB	24.5 MB
35	79/9ccb2f	269098	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:15:44.786	54.7s	52s	163.3%	236 MB	1.6 GB	57.6 MB	383.9 MB
36	10/936135	270784	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:16:39.477	2.7s	0ms	62.1%	2.7 MB	11.8 MB	2.5 MB	4.6 KB
39	cb/80ea27	270998	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:16:42.207	7.3s	4s	145.8%	131 MB	5.3 GB	65.3 MB	28.7 MB
40	1d/76c0ca	271504	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:16:49.485	1m 7s	1m 5s	164.0%	289.6 MB	1.6 GB	70.7 MB	463.9 MB
37	e3/aedf0b	273327	NFCORE_VIRALRECON:ILLUMINA:FASTQC (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:17:56.381	19.1s	16s	187.7%	347.5 MB	3.3 GB	27.1 MB	4.3 MB
38	2c/af77bc	274138	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:UNICYCLER (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:18:15.496	5m 6s	5m 3s	180.5%	469.3 MB	3.6 GB	490.7 MB	903.6 MB
41	f1/52be54	294749	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:23:21.416	3s	0ms	61.9%	2.8 MB	11.8 MB	3.2 MB	4.7 KB
42	b2/95d922	294978	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:23:24.471	3s	0ms	88.9%	4.2 MB	26.8 MB	2.7 MB	4.6 KB
44	c6/0fd061	295188	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:UNICYCLER (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:23:27.482	3m 49s	3m 46s	167.0%	456.3 MB	3.8 GB	349.1 MB	700.3 MB
43	58/f591be	307373	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:27:16.562	44.7s	43s	167.9%	271.6 MB	1.6 GB	42.7 MB	529.1 MB
45	72/e3c366	308905	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:28:01.313	7.3s	4s	135.7%	128.7 MB	5.3 GB	63.5 MB	28.1 MB
46	62/b597e7	309469	NFCORE_VIRALRECON:ILLUMINA:FASTQC (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:28:08.594	12.2s	9s	151.4%	398.8 MB	3.2 GB	25.4 MB	2.2 MB
48	ac/ff53aa	310164	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:BANDAGE_IMAGE (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:20.761	5.6s	1.2s	42.9%	4.8 MB	55.5 MB	327.2 KB	38.1 KB
49	86/5c90b3	310382	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:26.367	3.3s	0ms	68.5%	3 MB	13.5 MB	193.4 KB	858 B
47	e2/8c16fb	310606	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:ABACAS (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:29.680	3.6s	1s	64.3%	2.7 MB	15.3 MB	1002.7 KB	103.6 KB
50	59/943536	310837	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:33.248	2.8s	0ms	101.1%	12.6 MB	67.2 MB	193.7 KB	2 KB
51	80/dc7be7	311055	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:ABACAS (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:36.094	3.2s	0ms	103.6%	7.6 MB	27.8 MB	1008 KB	116.7 KB
53	e2/82742b	311288	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:BANDAGE_IMAGE (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:39.306	2.1s	334ms	102.9%	28.3 MB	123.2 MB	348.9 KB	62.3 KB
54	50/cde358	311500	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:41.417	3.1s	0ms	102.0%	12.6 MB	67.2 MB	204 KB	1.1 KB
52	03/00c1be	311728	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:ABACAS (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:44.505	3.2s	0ms	105.7%	7.9 MB	28 MB	1 MB	116.3 KB
57	8c/f4d965	311969	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:47.698	2.6s	0ms	78.4%	4.4 MB	26.8 MB	2.5 MB	4.9 KB
55	a5/62fa54	312174	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:50.309	3.2s	1s	95.1%	4.3 MB	26.6 MB	2.5 MB	157 KB
56	2f/731837	312399	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:28:53.520	2.6s	0ms	60.0%	4.2 MB	26.8 MB	86.9 KB	4.5 KB
59	0d/2b17ad	312614	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:28:56.079	2.8s	0ms	101.1%	12.5 MB	67.2 MB	196.4 KB	1.1 KB
58	67/991826	312830	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:ABACAS (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:28:58.846	2.8s	0ms	110.3%	7.9 MB	28 MB	1011.3 KB	111.9 KB
61	ad/6b612e	313061	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:29:01.652	2.9s	0ms	100.0%	12.4 MB	67.2 MB	203.9 KB	940 B
62	01/1126a9	313288	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:BANDAGE_IMAGE (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:29:04.550	2s	441ms	100.0%	24.1 MB	124.5 MB	348.5 KB	91.4 KB
60	db/251574	313496	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:ABACAS (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:29:06.540	2.7s	0ms	103.2%	7.6 MB	27.8 MB	1 MB	112.7 KB
64	f2/d71fba	313729	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:BANDAGE_IMAGE (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:29:09.288	2.2s	431ms	102.9%	30.2 MB	125.1 MB	412.2 KB	78.9 KB
65	04/3e3d77	313935	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:29:11.537	2.8s	0ms	100.0%	12.5 MB	67.2 MB	197.2 KB	551 B
63	2a/5d0e3d	314152	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:ABACAS (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:29:14.335	3.1s	0ms	103.4%	7.6 MB	27.8 MB	1011.9 KB	106.7 KB
66	cb/b7425a	314386	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:29:17.447	2.8s	0ms	100.0%	2.8 MB	11 MB	86.9 KB	4.5 KB
67	8f/e514cc	314594	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:29:20.224	2.6s	1s	102.3%	4.2 MB	26.8 MB	3.2 MB	4.9 KB
68	fb/a3df50	314809	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:29:22.869	3.4s	1s	100.4%	7.4 MB	28.3 MB	3.2 MB	162.7 KB
69	27/91a056	315031	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:29:26.283	2.5s	0ms	102.6%	4.3 MB	26.8 MB	2.7 MB	4.9 KB
71	75/c4e1e6	315245	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:29:28.835	2.7s	0ms	109.1%	2.7 MB	11 MB	86.9 KB	4.5 KB
70	43/03feb6	315467	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:29:31.522	3.1s	0ms	102.0%	6.6 MB	28.3 MB	2.7 MB	102.4 KB
72	95/a738f6	315677	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:BANDAGE_IMAGE (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:29:34.639	2s	330ms	99.2%	27.4 MB	122.1 MB	411.6 KB	62.9 KB
74	84/b7a93a	315885	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:29:36.676	2.7s	0ms	105.7%	12.6 MB	67.2 MB	197.1 KB	633 B
75	53/05b726	316101	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:QUAST	COMPLETED	0	2021-11-22 20:29:39.427	14.4s	11.8s	94.4%	129.5 MB	703.3 MB	389.6 MB	8 MB
73	1e/7d2ce0	317116	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:ABACAS (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:29:53.843	3.2s	0ms	106.9%	7.8 MB	27.8 MB	1011.6 KB	97.7 KB
76	81/488d3c	317349	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:29:57.071	2.7s	0ms	101.0%	12.6 MB	67.2 MB	203.6 KB	838 B
77	dc/f25a26	317569	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:BANDAGE_IMAGE (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:29:59.777	2.3s	279ms	101.8%	21 MB	117.7 MB	347.7 KB	65.5 KB
78	d3/961c6d	317780	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:ABACAS (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:30:02.126	2.7s	1s	100.0%	7.7 MB	27.8 MB	1 MB	111.1 KB
79	57/87ad0e	318013	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST	COMPLETED	0	2021-11-22 20:30:04.826	14s	11.7s	106.9%	248.6 MB	1.5 GB	444.6 MB	8.2 MB
81	1a/3b1693	319134	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:30:18.787	3.3s	1s	103.1%	12.7 MB	67.2 MB	195.9 KB	1.7 KB
80	f5/ea6352	319350	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:ABACAS (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:30:22.050	2.9s	0ms	104.0%	7.5 MB	27.8 MB	1011.8 KB	115.9 KB
82	b4/cb2df5	319579	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST	COMPLETED	0	2021-11-22 20:30:25.002	12.5s	10.5s	105.8%	130 MB	703.4 MB	383.9 MB	8.1 MB
83	0a/e1fa04	320567	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:30:37.553	2.7s	30ms	92.3%	0	0	75.4 KB	1.7 KB
84	34/f58bf1	320746	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:30:40.305	1.5s	7ms	66.7%	0	0	79.2 KB	5.6 KB
85	de/96b2e5	320925	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:30:41.854	1.9s	8ms	114.3%	0	0	76.3 KB	2.6 KB
86	2f/cb4e6c	321104	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:IVAR_TRIM (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:30:43.765	8.5s	6s	97.7%	8.1 MB	29.7 MB	2.5 MB	2.5 MB
87	3a/9ed7af	321574	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:30:52.331	1.5s	7ms	200.0%	0	0	76.4 KB	2.9 KB
88	1e/6bfd61	321756	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:30:53.790	1.9s	7ms	133.3%	0	0	75.5 KB	1.7 KB
89	4b/05d22d	321939	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:30:55.733	1.6s	8ms	114.3%	0	0	74.5 KB	838 B
90	83/4d22c2	322115	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:IVAR_TRIM (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:30:57.360	9.5s	6s	99.3%	8.8 MB	30 MB	3.2 MB	3.2 MB
91	c9/7f1fd2	322663	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:IVAR_TRIM (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:31:06.850	11.1s	8s	100.0%	10.6 MB	31.8 MB	2.6 MB	2.6 MB
92	88/e4b1ec	323313	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:31:17.945	1.4s	7ms	114.3%	0	0	74.6 KB	768 B
93	36/08f6e5	323498	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:31:19.360	1.7s	7ms	160.0%	0	0	75.3 KB	1.5 KB
94	b1/79cdde	323679	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:31:21.021	1.8s	8ms	133.3%	0	0	78.3 KB	4.6 KB
95	f1/92f77f	323862	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE2_PE)	COMPLETED	0	2021-11-22 20:31:22.790	3.3s	1s	154.5%	31 MB	1.9 GB	2.5 MB	2.5 MB
96	43/b2abed	324090	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE1_PE)	COMPLETED	0	2021-11-22 20:31:26.111	3.1s	1s	174.6%	18.9 MB	1.7 GB	3.3 MB	3.2 MB
97	73/4d359e	324319	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE3_SE)	COMPLETED	0	2021-11-22 20:31:29.237	3s	0ms	171.1%	35.5 MB	1.8 GB	2.7 MB	2.6 MB
