task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
53	a4/18e95f	672764	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:BANDAGE_IMAGE (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:37:07.236	1.7s	290ms	100.0%	23.8 MB	122.1 MB	349 KB	53.5 KB
54	eb/1c6cf5	672986	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:ABACAS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:37:08.947	2.4s	0ms	105.5%	8.1 MB	28.1 MB	1 MB	116.3 KB
55	86/311e4d	673217	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:37:11.390	2.3s	0ms	66.7%	4.1 MB	26.8 MB	87 KB	4.5 KB
56	5e/a44179	673428	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:37:13.652	2.4s	0ms	102.9%	4.2 MB	26.8 MB	2.5 MB	4.9 KB
57	d6/65802e	673641	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:37:16.023	2.6s	1s	99.1%	7.4 MB	28.3 MB	2.5 MB	157 KB
58	60/9603ce	673857	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:BANDAGE_IMAGE (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:18.661	1.6s	332ms	93.2%	19.1 MB	117.3 MB	348.5 KB	65.4 KB
60	12/f3d9b0	674067	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:20.304	2.3s	1s	101.0%	12.6 MB	67.2 MB	203.9 KB	944 B
59	dc/c5a2fa	674288	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:ABACAS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:22.602	2.3s	0ms	101.0%	7.5 MB	27.8 MB	1 MB	112.7 KB
61	5e/56772b	674516	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:24.887	2.5s	0ms	94.1%	12.6 MB	67.2 MB	196.4 KB	1.1 KB
62	70/fcc826	674734	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:ABACAS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:27.403	2.4s	0ms	103.4%	7.8 MB	28 MB	1011.3 KB	111.9 KB
63	36/c8f5db	674964	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:BANDAGE_IMAGE (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:29.810	1.7s	408ms	101.2%	21.1 MB	117.5 MB	412.2 KB	79.5 KB
64	4e/90da97	675174	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:31.512	2.3s	0ms	101.1%	12.6 MB	67.2 MB	197.2 KB	555 B
65	14/14afc7	675393	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:ABACAS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:33.807	2.4s	0ms	102.2%	8.2 MB	28.1 MB	1011.9 KB	106.7 KB
66	ba/44baa0	675626	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:36.259	2.3s	1s	90.6%	4.3 MB	26.8 MB	3.2 MB	4.9 KB
67	64/07e706	675838	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:38.572	2.8s	0ms	101.5%	7.5 MB	28.3 MB	3.2 MB	162.7 KB
68	b6/725ead	676046	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:37:41.395	2.2s	0ms	109.1%	2.7 MB	11 MB	87 KB	4.5 KB
70	91/5377fc	676236	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:37:43.566	2.7s	0ms	100.0%	12.5 MB	67.2 MB	203.6 KB	842 B
72	3a/dce352	676464	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:BANDAGE_IMAGE (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:37:46.230	1.6s	279ms	101.8%	20.9 MB	117.7 MB	347.7 KB	84.9 KB
69	16/6f1c84	676674	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:ABACAS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:37:47.809	2.3s	0ms	97.9%	7.6 MB	27.7 MB	1 MB	111.1 KB
71	59/8d0533	676907	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST	COMPLETED	0	2021-11-23 16:37:50.089	13.9s	12.2s	101.5%	138.6 MB	712.1 MB	444.6 MB	8.2 MB
73	4e/e1f807	678001	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:38:03.952	2.8s	1s	101.0%	12.5 MB	67.2 MB	195.9 KB	1.7 KB
74	e6/e0ec8a	678225	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:ABACAS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:38:06.710	2.3s	0ms	101.1%	7.6 MB	27.8 MB	1011.7 KB	115.8 KB
75	7d/efee31	678455	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST	COMPLETED	0	2021-11-23 16:38:09.047	11.9s	10.3s	107.2%	129.6 MB	703.8 MB	384.1 MB	8.1 MB
78	6f/725380	679494	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:BANDAGE_IMAGE (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:38:20.978	2.1s	339ms	102.2%	21.1 MB	122.2 MB	411.6 KB	70.6 KB
76	bd/7c2cd3	679707	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:38:23.128	2.3s	1s	100.0%	12.7 MB	67.2 MB	197.1 KB	637 B
77	4d/f94431	679923	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:ABACAS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:38:25.455	2.8s	0ms	107.9%	7.4 MB	27.8 MB	1011.6 KB	97.7 KB
79	38/aa33ef	680161	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:QUAST	COMPLETED	0	2021-11-23 16:38:28.273	11.8s	10.3s	107.7%	129.4 MB	703.3 MB	389.6 MB	8 MB
80	00/d01c21	681206	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:38:40.101	3.3s	0ms	100.8%	6.8 MB	28.3 MB	2.7 MB	102.4 KB
82	79/f013f3	681422	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:38:43.401	2.3s	0ms	85.7%	2.8 MB	11 MB	87 KB	4.5 KB
81	ee/72daf2	681638	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:38:45.668	2.6s	0ms	102.6%	4.4 MB	26.8 MB	2.7 MB	4.9 KB
83	ba/dbf811	681851	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:38:48.255	1.5s	14ms	42.1%	0	0	79.2 KB	5.6 KB
84	63/2f55d0	682036	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:38:49.792	1.3s	8ms	114.3%	0	0	75.4 KB	1.7 KB
85	88/b8aa02	682210	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:38:51.117	1.2s	8ms	160.0%	0	0	76.3 KB	2.6 KB
86	3a/d000a6	682388	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:IVAR_TRIM (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:38:52.370	7.3s	6s	98.1%	8.2 MB	29.7 MB	2.5 MB	2.5 MB
87	3f/6f07ee	682822	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:38:59.694	1.5s	8ms	114.3%	0	0	75.5 KB	1.7 KB
88	4e/c99b36	682998	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:39:01.242	1.2s	7ms	114.3%	0	0	76.4 KB	2.9 KB
89	8a/0b4c44	683177	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:39:02.431	1.3s	7ms	100.0%	0	0	74.5 KB	842 B
90	85/7b2141	683354	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:IVAR_TRIM (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:39:03.741	8.8s	6s	99.8%	8.8 MB	30 MB	3.2 MB	3.2 MB
91	41/3bbd57	683901	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:39:12.544	1.4s	8ms	133.3%	0	0	75.3 KB	1.5 KB
92	ef/5b9305	684085	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:39:13.912	1.3s	7ms	114.3%	0	0	78.3 KB	4.6 KB
93	78/89d789	684262	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:FILTER_BLASTN (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:39:15.262	1.2s	7ms	50.0%	0	0	74.6 KB	771 B
94	13/5dbb31	684440	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:IVAR_TRIM (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:39:16.441	10.9s	8s	99.6%	10.6 MB	31.8 MB	2.6 MB	2.6 MB
95	f3/9e4936	685091	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:39:27.379	2.6s	0ms	152.0%	31 MB	1.9 GB	2.5 MB	2.5 MB
96	2c/cfec65	685312	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:39:29.956	2.6s	1s	166.3%	36.6 MB	1.8 GB	3.3 MB	3.2 MB
97	6a/1d2783	685545	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:39:32.539	2.5s	0ms	181.1%	35.5 MB	1.8 GB	2.7 MB	2.6 MB
