task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
99	ef/5538b0	685767	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:39:35.059	2.5s	0ms	75.0%	4.3 MB	26.8 MB	2.5 MB	4.7 KB
105	4b/665d95	685982	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:39:37.534	2.4s	0ms	85.7%	4.2 MB	26.8 MB	3.3 MB	4.7 KB
108	d0/abab7a	686197	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:39:39.982	2.2s	0ms	93.0%	4.3 MB	26.8 MB	2.7 MB	4.7 KB
114	d6/2a3f4a	686405	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:39:42.221	2.7s	1s	99.0%	7.5 MB	28.3 MB	2.5 MB	156.2 KB
113	cb/f57983	686619	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:39:44.893	2.3s	0ms	76.6%	4.3 MB	26.8 MB	2.5 MB	4.9 KB
116	03/b9f9a3	686848	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:39:47.188	2.3s	0ms	66.7%	2.8 MB	11 MB	87 KB	4.5 KB
117	8a/0ff3cd	687034	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:39:49.499	2.3s	0ms	55.8%	3 MB	22.1 MB	2.5 MB	91.3 KB
115	5c/c91858	687252	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:39:51.828	2.2s	0ms	74.6%	6.1 MB	27.2 MB	2.5 MB	125.7 KB
119	4f/7b03e8	687465	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:39:54.076	2.4s	1s	100.0%	6.2 MB	27.1 MB	3.3 MB	118 KB
121	59/ae75f0	687679	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:39:56.526	2.2s	0ms	92.3%	2.8 MB	11 MB	87 KB	4.5 KB
122	ca/8855fe	687885	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:39:58.774	2.8s	1s	98.5%	7.6 MB	28.3 MB	3.3 MB	162.4 KB
120	c2/3f28f3	688094	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:40:01.553	2.1s	0ms	94.9%	6.4 MB	27.7 MB	3.3 MB	160.8 KB
118	c1/e0bff2	688313	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:40:03.706	2.2s	0ms	93.6%	4.4 MB	26.8 MB	3.3 MB	4.9 KB
123	8f/5f44b0	688523	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:40:05.917	2.2s	0ms	95.7%	6.1 MB	27.1 MB	2.6 MB	102 KB
126	b9/e8b4b2	688735	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:40:08.111	2.1s	0ms	109.1%	2.8 MB	11 MB	87 KB	4.5 KB
124	01/4035d8	688942	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:40:10.233	2.5s	0ms	96.3%	6.3 MB	27.7 MB	2.6 MB	139.1 KB
125	29/156c96	689156	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:40:12.756	2.7s	1s	98.8%	6.9 MB	28.3 MB	2.7 MB	102 KB
127	0c/396356	689366	NFCORE_VIRALRECON:ILLUMINA:PRIMER_TRIM_IVAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:40:15.467	2.2s	0ms	102.6%	4.4 MB	26.8 MB	2.7 MB	4.9 KB
98	86/b70867	689578	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:40:17.643	14.7s	12s	155.8%	219.2 MB	9.5 GB	63.1 MB	834.5 KB
109	e6/3dfdc3	690852	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:40:32.380	4s	2s	121.9%	58.8 MB	1.8 GB	9.9 MB	7.1 MB
112	a7/72f896	691290	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:40:36.396	13.9s	11s	164.1%	246.6 MB	9.5 GB	57.4 MB	743.2 KB
103	d2/54b440	692598	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:40:50.305	15.4s	14s	171.8%	239.1 MB	9.5 GB	63.9 MB	841.5 KB
100	e6/dc7f00	693924	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:41:05.709	3.8s	2s	125.2%	60 MB	1.8 GB	8.1 MB	5.4 MB
106	35/48dac3	694367	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:41:09.517	4.6s	2s	123.7%	59.6 MB	1.8 GB	9.2 MB	5.8 MB
102	fd/ffcc66	694830	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:41:14.092	9.4s	7s	122.1%	45.3 MB	94.2 MB	23 MB	20.5 MB
104	94/fbb797	695565	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:41:23.476	11s	9s	124.6%	44.8 MB	93.9 MB	28.9 MB	25.6 MB
110	06/4d2913	696448	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:41:34.480	11s	8s	123.3%	45.1 MB	94 MB	27 MB	24.4 MB
101	a4/f20db1	697331	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:41:45.532	35.4s	33s	105.5%	46.2 MB	94.8 MB	23 MB	20.4 MB
107	b3/2193fc	698703	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:42:20.924	37.5s	35s	105.9%	45.4 MB	94.4 MB	28.9 MB	25.5 MB
111	aa/ebf80b	700073	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:42:58.380	38.1s	36s	103.2%	46.1 MB	95 MB	27.1 MB	24.3 MB
128	26/d38181	701491	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_GENOME	COMPLETED	0	2021-11-23 16:43:36.535	12.7s	10s	90.4%	325.2 MB	899.5 MB	24.8 MB	76.9 KB
129	d0/6f21ff	702218	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_AMPLICON	COMPLETED	0	2021-11-23 16:43:49.207	13.9s	12s	101.6%	336.3 MB	1 GB	24.8 MB	156.5 KB
131	6a/d65099	703028	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BEDTOOLS_GENOMECOV (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:44:03.150	2.9s	1s	87.9%	3.5 MB	18.1 MB	2.8 MB	217.7 KB
130	4b/0356a2	703267	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:SNPEFF_ANN (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:44:06.101	7.3s	5s	85.4%	98.4 MB	8.9 GB	19.4 MB	44.4 KB
132	de/fe6a7c	703842	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:ASCIIGENOME (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:44:13.422	23.6s	22s	170.9%	452.5 MB	5.3 GB	50.5 MB	8.9 MB
135	cb/180d5c	705188	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BEDTOOLS_GENOMECOV (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:44:37.003	2.8s	1s	93.7%	3.8 MB	22.1 MB	2.7 MB	166.9 KB
133	dc/285d5f	705429	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:SNPEFF_ANN (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:44:39.817	7s	5s	88.0%	95.5 MB	9 GB	19.4 MB	45.3 KB
134	d2/80e8c9	706084	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:ASCIIGENOME (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:44:46.819	25.5s	24s	174.6%	481.2 MB	5.3 GB	80.7 MB	9.7 MB
138	cc/75c542	707350	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BEDTOOLS_GENOMECOV (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:45:12.344	3.2s	1s	96.3%	5.3 MB	31.2 MB	3.5 MB	246.4 KB
137	03/0cb38c	707583	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:SNPEFF_ANN (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:45:15.512	6.7s	4s	90.0%	96.3 MB	9 GB	19.4 MB	47.5 KB
136	ee/ab822c	708239	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:ASCIIGENOME (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:45:22.220	28.3s	28s	165.3%	721.1 MB	5.3 GB	74.2 MB	12 MB
140	46/a82924	709696	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:PANGOLIN (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:45:50.503	18.1s	17s	103.0%	651.1 MB	1.8 GB	125.6 MB	313.2 KB
141	74/b267ef	710846	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:PLOT_BASE_DENSITY (SAMPLE2_PE.consensus.fa)	COMPLETED	0	2021-11-23 16:46:08.589	17.2s	15s	99.2%	381.6 MB	986.5 MB	24 MB	3.6 MB
139	8d/d8be61	711611	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:NEXTCLADE (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:46:25.758	9.3s	8s	116.4%	273.4 MB	2.1 GB	11 MB	8.9 MB
142	ec/c84cac	712248	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:PANGOLIN (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:46:35.056	17.2s	16s	105.9%	651.2 MB	1.8 GB	125.6 MB	300.4 KB
144	2b/af053b	713477	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:PLOT_BASE_DENSITY (SAMPLE1_PE.consensus.fa)	COMPLETED	0	2021-11-23 16:46:52.222	16.8s	15s	101.2%	381.6 MB	986.6 MB	24 MB	3.6 MB
143	d8/1fcdf5	714276	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:NEXTCLADE (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:47:09.062	9.9s	8s	121.8%	278.6 MB	2.2 GB	11 MB	8.8 MB
145	6e/918d59	714912	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:PLOT_BASE_DENSITY (SAMPLE3_SE.consensus.fa)	COMPLETED	0	2021-11-23 16:47:18.971	22.7s	20s	100.4%	389.2 MB	994.4 MB	27.4 MB	7.6 MB
146	36/75daf8	715761	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:NEXTCLADE (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:47:41.719	9.4s	8s	124.9%	279.5 MB	2.2 GB	11 MB	8.9 MB
147	19/ce6703	716399	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:PANGOLIN (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:47:51.085	17.1s	16s	105.8%	651.4 MB	1.8 GB	125.6 MB	300.4 KB
148	76/fc86e9	717625	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:QUAST	COMPLETED	0	2021-11-23 16:48:08.238	12.1s	10.3s	103.9%	163.6 MB	1.1 GB	389.9 MB	8.1 MB
149	0e/4e5045	718662	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:48:20.317	3.2s	0ms	28.1%	2.8 MB	14.7 MB	645.6 KB	2.4 KB
150	c2/3a2e6b	718878	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:48:23.514	2.3s	0ms	59.7%	9.6 MB	32 MB	645.6 KB	2.5 KB
151	7d/40d5e8	719088	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:48:25.837	2.4s	0ms	86.5%	9.6 MB	32 MB	660.1 KB	21.4 KB
152	df/705b4a	719296	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BEDTOOLS_MERGE (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:48:28.286	2.6s	0ms	21.4%	3 MB	22.1 MB	47.1 KB	500 B
153	6e/ee3a8c	719508	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:48:30.891	2.1s	0ms	19.0%	3.4 MB	17.6 MB	43.1 KB	3.9 KB
154	c1/ac87cf	719726	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BEDTOOLS_MERGE (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:48:33.029	2.4s	0ms	40.0%	4.7 MB	26.5 MB	49.1 KB	512 B
155	56/880068	719930	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:48:35.480	2.2s	0ms	47.1%	3.6 MB	17.5 MB	45 KB	4 KB
156	11/a5bed0	720144	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BEDTOOLS_MERGE (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:48:37.713	2.2s	0ms	100.0%	2.7 MB	11 MB	46.4 KB	310 B
157	88/36f545	720351	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:48:39.957	2.2s	0ms	114.3%	0	0	44 KB	4 KB
158	2c/4837ab	720615	NFCORE_VIRALRECON:ILLUMINA:MULTIQC_CUSTOM_TSV_IVAR_NEXTCLADE	COMPLETED	0	2021-11-23 16:48:42.150	1.8s	5ms	23.5%	0	0	59.6 KB	262 B
159	bc/a54b69	720786	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:48:43.936	2.2s	0ms	133.3%	0	0	38 KB	2.1 KB
160	8f/39c1d8	721023	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:48:46.152	2.2s	0ms	133.3%	0	0	38 KB	2.2 KB
161	c6/8a833d	721312	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:48:48.406	2.5s	0ms	100.0%	2.7 MB	11 MB	57 KB	4.2 KB
162	d4/ee6352	721524	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:MAKE_BED_MASK (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:48:50.906	2.4s	0ms	51.9%	9.7 MB	31.7 MB	698.1 KB	30.2 KB
163	54/942025	721737	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:48:53.330	2.1s	0ms	114.3%	0	0	39.4 KB	1.7 KB
165	07/ffafd8	721973	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:48:55.420	3.9s	1s	110.7%	54.3 MB	8.8 GB	15.8 MB	6.7 KB
164	78/639af4	722295	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:48:59.356	2.5s	1s	45.7%	3 MB	22.1 MB	62.4 KB	3.6 KB
166	1f/04bef0	722509	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:MAKE_BED_MASK (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:49:01.812	2.3s	0ms	80.0%	9.5 MB	31.7 MB	697.9 KB	30.2 KB
167	02/74082a	722722	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:49:04.127	3.3s	1s	158.5%	56.7 MB	3.6 GB	15.8 MB	10.3 KB
169	30/9e5678	723126	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:49:07.439	2.1s	0ms	85.7%	2.8 MB	11 MB	62.5 KB	3.5 KB
168	ac/6481fb	723347	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:49:09.534	2.2s	0ms	160.0%	0	0	39.4 KB	1.7 KB
170	d6/07989a	723585	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:MAKE_BED_MASK (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:49:11.707	2.3s	0ms	59.3%	9.6 MB	32 MB	697.8 KB	30 KB
171	90/e5d748	723796	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:49:13.977	3.3s	1s	152.7%	56.1 MB	3.6 GB	15.8 MB	8.1 KB
172	95/e9123c	724198	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:49:17.302	2.2s	0ms	85.7%	2.7 MB	11 MB	62.5 KB	3.5 KB
173	9f/c1754b	724413	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:49:19.544	2.1s	0ms	133.3%	0	0	39.4 KB	1.7 KB
175	62/59eecc	724651	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:49:21.659	2.3s	0ms	160.0%	0	0	37.6 KB	1.7 KB
174	64/eacf24	724884	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:49:23.992	2.4s	0ms	85.7%	2.8 MB	11 MB	58.8 KB	3.7 KB
176	1a/2afc55	725097	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:SNPEFF_ANN (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:49:26.356	7.2s	5s	90.8%	101.4 MB	8.9 GB	19.4 MB	57.5 KB
177	e0/605ec8	725690	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:49:33.603	2.2s	0ms	57.1%	0	0	37.6 KB	1.7 KB
179	45/7ac1a8	725928	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:49:35.788	2.4s	0ms	85.7%	2.8 MB	11 MB	58.9 KB	3.7 KB
178	e1/18df1d	726145	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:SNPEFF_ANN (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:49:38.162	6.8s	5s	95.8%	100.1 MB	9 GB	19.4 MB	57.3 KB
181	be/bf7572	726660	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:49:44.959	2.1s	0ms	100.0%	2.8 MB	11 MB	62.9 KB	4.4 KB
182	f1/05a169	726874	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:49:47.076	2.2s	0ms	133.3%	0	0	39.6 KB	1.7 KB
180	ca/35aa24	727122	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:SNPEFF_ANN (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:49:49.271	7.7s	6s	113.9%	113.2 MB	8.9 GB	19.4 MB	406.6 KB
183	4f/e7cfbd	727707	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BEDTOOLS_MASKFASTA (SAMPLE3_SE)	COMPLETED	0	2021-11-23 16:49:56.931	2.3s	0ms	38.1%	4.7 MB	26.5 MB	75.8 KB	29.9 KB
184	31/6d0175	727922	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BEDTOOLS_MASKFASTA (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:49:59.255	2.2s	0ms	100.0%	2.8 MB	11 MB	75.8 KB	29.9 KB
185	b5/59a27f	728140	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_BCFTOOLS:MAKE_CONSENSUS:BEDTOOLS_MASKFASTA (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:50:01.413	2.2s	0ms	133.3%	2.8 MB	11 MB	75.6 KB	29.9 KB
186	31/38d0b0	728363	NFCORE_VIRALRECON:ILLUMINA:BCFTOOLS_ISEC (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:50:03.570	2.3s	0ms	77.8%	7.6 MB	467.5 MB	64.5 KB	3.6 KB
187	bf/464ec1	728592	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:50:05.844	32.2s	31s	161.7%	804.5 MB	5.3 GB	95 MB	11.9 MB
188	59/69e7c5	729939	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SAMPLE2_PE)	COMPLETED	0	2021-11-23 16:50:38.034	2.5s	0ms	50.0%	2.8 MB	13.3 MB	45 KB	3.5 KB
189	ef/d935d7	730148	NFCORE_VIRALRECON:ILLUMINA:BCFTOOLS_ISEC (SAMPLE1_PE)	COMPLETED	0	2021-11-23 16:50:40.488	2.5s	0ms	77.8%	3 MB	22.1 MB	64.9 KB	3.7 KB
